63,14
189,9
77,17
162,11
176,7
88,18
228,13
214,12
200,3
201,12
215,12
229,8
177,11
89,21
163,4
188,5
76,22
62,3
74,19
60,6
48,15
149,2
175,8
161,5
203,6
217,7
216,9
202,3
160,4
174,9
148,4
49,5
61,7
75,15
59,15
71,9
65,17
170,6
164,7
158,4
206,5
212,7
213,18
207,6
159,5
165,5
171,2
64,10
70,9
58,7
8,12
198,6
66,15
72,8
167,11
99,14
173,13
211,6
205,7
239,4
238,12
204,7
210,6
172,2
166,2
98,11
73,14
199,8
67,15
9,2
14,11
28,3
129,8
101,8
115,11
303,17
317,4
288,4
277,14
263,10
262,10
276,14
289,3
316,13
302,5
114,14
100,18
128,12
29,3
15,19
17,15
116,5
102,4
314,5
300,6
248,12
260,10
274,8
275,5
261,8
249,9
301,10
315,13
103,7
117,12
16,14
12,4
113,8
107,2
311,7
305,11
265,10
271,5
259,10
258,5
270,7
264,11
304,10
310,17
106,12
112,18
13,13
39,9
11,12
104,7
110,11
138,8
306,8
312,6
299,16
272,7
266,8
267,12
273,8
298,9
313,4
307,13
139,4
111,13
105,4
10,6
38,15
21,4
35,7
108,11
120,3
134,2
295,10
281,7
256,2
242,8
243,7
257,11
280,5
294,4
135,6
121,5
109,7
34,17
20,10
36,18
22,3
137,9
123,10
309,11
282,4
296,7
269,6
241,8
255,5
254,6
240,6
268,13
297,7
283,4
320,9
308,8
122,6
136,4
23,8
37,10
33,10
27,12
132,11
126,12
318,7
287,8
293,3
244,12
250,13
278,6
279,21
251,9
245,6
292,5
286,15
319,5
127,3
133,12
26,8
32,4
18,19
24,7
30,7
125,8
131,7
119,2
290,12
284,8
253,5
247,6
246,10
252,9
285,6
291,4
118,7
130,6
124,10
31,8
25,14
19,16
42,2
4,9
56,10
180,6
194,13
81,12
95,20
143,3
157,4
209,10
235,7
221,4
220,4
234,6
208,5
156,10
142,4
94,26
80,6
195,12
181,10
5,8
57,16
43,11
55,16
7,7
41,6
69,11
197,6
183,11
96,20
168,10
82,4
154,10
140,9
222,6
236,2
237,18
223,4
141,11
155,6
83,19
97,10
169,5
182,10
68,13
196,3
40,7
54,10
6,19
192,6
78,15
186,11
2,4
50,6
44,13
151,4
145,1
93,17
87,20
179,9
227,7
233,4
232,4
226,14
86,10
178,11
92,3
144,3
150,6
45,14
3,9
51,9
79,6
187,5
193,11
185,4
191,9
47,15
53,15
1,7
146,4
152,4
84,18
90,11
230,7
224,10
218,4
219,5
225,6
231,6
91,8
85,19
153,10
147,13
52,10
46,17
190,6
184,7
